,Parameter,Random Forest,Gradient Boosting,XGBoost Classifier
0,ACCURACY,0.5891891891891893,0.564864864864865,0.5315315315315315
1,valuation,0.16886332233082688,0.16965449798072363,0.1654871255159378
2,total_sum_raised_before,0.23787289386942817,0.28146926649579507,0.19838908314704895
3,val_rate,0.1569925593129431,0.1263777853678494,0.11711226403713226
4,time_from_previous,0.1443668402964144,0.1635379881144793,0.11997740715742111
5,time_from_start,0.13347793954096926,0.1354897265719474,0.11898545920848846
6,top_investor_rounds,0.11119794195923871,0.0752216732370589,0.18906834721565247
7,other_investor_rounds,0.04722850269017958,0.0482490622321462,0.09098035842180252
