iter	CrossEntropy
163	0.02428761498
164	0.02400629928
165	0.02374728863
166	0.02352007711
167	0.02330470357
168	0.02310988605
169	0.02302839879
170	0.02296269297
171	0.02279333442
172	0.02263285226
173	0.02236979527
174	0.02213465698
175	0.02194547886
176	0.02176313679
177	0.02153470815
178	0.02138080056
179	0.02122638955
180	0.02105984548
181	0.02085918006
182	0.02065173548
183	0.02047248547
184	0.02039329097
185	0.02018936795
186	0.02001114088
187	0.01983390358
188	0.01956333745
189	0.01937852529
190	0.01917773263
191	0.01899495602
192	0.01882759183
193	0.01871936497
194	0.01857424581
195	0.01840507172
196	0.0182466552
197	0.01815014984
198	0.01800438356
199	0.01786054124
200	0.0177039735
201	0.0175619574
202	0.01740512829
203	0.01719185546
204	0.01705513423
205	0.01691134983
206	0.01683989114
207	0.01671806013
208	0.01660033545
209	0.01643827278
210	0.01632844794
211	0.01625055502
212	0.01611778428
213	0.01601643284
214	0.01585720608
215	0.01577247952
216	0.0156388661
217	0.01555422506
218	0.01545746134
219	0.01531519393
220	0.01520083095
221	0.01508567626
222	0.01497442538
223	0.0149213258
224	0.01480936473
225	0.0147257456
226	0.01462647888
227	0.01451923736
228	0.01442756789
229	0.01436048032
230	0.01429638503
231	0.01425779868
232	0.01414348847
233	0.01405375814
234	0.01398993755
235	0.01394313369
236	0.01386753355
237	0.01379653626
238	0.01370279173
239	0.01364663408
240	0.0135869919
241	0.01352546492
242	0.0134881262
243	0.01340490074
244	0.01332282502
245	0.01323260363
246	0.01313513319
247	0.01303775407
248	0.01300086692
249	0.0129443083
250	0.01287418547
251	0.01281001556
252	0.01273466395
253	0.01265933734
254	0.01255935867
255	0.01250686979
256	0.01241491898
257	0.01236746271
258	0.01227153067
259	0.01217587475
260	0.01211062899
261	0.01207217641
262	0.01200921964
263	0.01197441058
264	0.01191272688
265	0.0118381277
266	0.01180472736
267	0.01176626054
268	0.0117074109
269	0.01165609594
270	0.01162462366
271	0.01158929325
272	0.01151193631
273	0.01148657503
274	0.01141348821
275	0.0113557988
276	0.01131783378
277	0.0112727991
278	0.01123658931
279	0.01119161025
280	0.0111094091
281	0.01107222565
282	0.01104351631
283	0.01097263404
284	0.0109064041
285	0.01083139778
286	0.01077224116
287	0.01075086346
288	0.01072180773
289	0.01068841088
290	0.01060084885
291	0.01057385435
292	0.01052058374
293	0.01045723826
294	0.01040519403
295	0.01037247713
296	0.0103022885
297	0.01025967295
298	0.01023312124
299	0.01017740934
300	0.01013711761
301	0.01008864707
302	0.01004264528
303	0.009988692196
304	0.009943285395
305	0.009904459847
306	0.009881372962
307	0.00984647946
308	0.009808068082
309	0.009754429527
310	0.0096961773
311	0.009655053506
312	0.009594881247
313	0.009574813747
314	0.009504688256
315	0.009440568553
316	0.009403522981
317	0.009356359688
318	0.009317865273
319	0.009268733917
320	0.009219827241
321	0.009196216548
322	0.009179376304
323	0.009148813773
324	0.009091227942
325	0.009065843642
326	0.009028234555
327	0.008997599073
328	0.008963247125
329	0.008947134383
330	0.008890431744
331	0.008838731596
332	0.008791995695
333	0.00877071606
334	0.00875494449
335	0.008707885583
336	0.00868059818
337	0.00865491801
338	0.008621336629
339	0.008580744781
340	0.008542744131
341	0.008518841444
342	0.008493307002
343	0.008468571014
344	0.008425448036
345	0.008380126751
346	0.008343244235
347	0.00831138186
348	0.00826468066
349	0.008225042526
350	0.008198226672
351	0.00816456193
352	0.008132364699
353	0.008102896744
354	0.00808799688
355	0.008053816841
356	0.008022604041
357	0.008006990749
358	0.007974417641
359	0.00796048364
360	0.007926588844
361	0.007891511267
362	0.00787483208
363	0.00783595401
364	0.007816954139
365	0.007789096049
366	0.007757704469
367	0.007731081051
368	0.007691389161
369	0.007656005809
370	0.007629558758
371	0.007613607063
372	0.007592694211
373	0.00758185988
374	0.007549357746
375	0.007519963926
376	0.007492878095
377	0.00746920353
378	0.007448596962
379	0.007417962252
380	0.007401805338
381	0.007379014349
382	0.007353924534
383	0.007337848679
384	0.007317143191
385	0.007292182879
386	0.007267706266
387	0.007241969598
388	0.007211650792
389	0.007192169174
390	0.007168629466
391	0.007140421977
392	0.007109191568
393	0.007080579001
394	0.007054687996
395	0.007029206723
396	0.007006499311
397	0.006993849384
398	0.006981310502
399	0.006955140562
400	0.006923651065
401	0.006901695321
402	0.006882836467
403	0.006847211759
404	0.006831126837
405	0.006809617091
406	0.006791769434
407	0.006768630423
408	0.006740211918
409	0.006728903506
410	0.006702867966
411	0.006702860132
412	0.006677127366
413	0.0066598371
414	0.006635073743
415	0.00661211591
416	0.006593263743
417	0.006573364066
418	0.00654378232
419	0.006523572478
420	0.006523562002
421	0.006523479128
422	0.006498357352
423	0.006469918558
424	0.00644651488
425	0.006434711079
426	0.006421242442
427	0.006403466065
428	0.00639416247
429	0.006374726473
430	0.006364610963
431	0.006349342838
432	0.006327014235
433	0.006307991394
434	0.006289973189
435	0.006261129153
436	0.006243211584
437	0.006243202758
438	0.006223795493
439	0.006197265891
440	0.006169292974
441	0.006158795693
442	0.006144820178
443	0.006133997696
444	0.006121848792
445	0.006121835535
446	0.006121818633
447	0.006099463287
448	0.006083765538
449	0.006065503748
450	0.006053424545
451	0.006043075111
452	0.006025757538
453	0.006012553373
454	0.005994494
455	0.005983694711
456	0.005968650859
457	0.005960104968
458	0.005940878642
459	0.005924727772
460	0.005917281631
461	0.005902672165
462	0.005887449687
463	0.005871214821
464	0.005853653203
465	0.005844031318
466	0.005831246972
467	0.005810796501
468	0.005794890684
469	0.005781694559
470	0.005763440407
471	0.005747874669
472	0.005740800112
473	0.005731294484
474	0.005705431778
475	0.005705414364
476	0.005692166666
477	0.005692160444
478	0.005670398195
479	0.005656318283
480	0.0056414829
481	0.005628557236
482	0.005610110592
483	0.005599003317
484	0.005586167792
485	0.005586142269
486	0.005577682565
487	0.005565106601
488	0.005557153869
489	0.005534040779
490	0.005518720054
491	0.005508025122
492	0.005492170147
493	0.005472909004
494	0.005464542222
495	0.005448578817
496	0.005439449002
497	0.005422661545
498	0.005405295224
499	0.005399123818
500	0.005384017512
501	0.005373421637
502	0.005369023957
503	0.005356336694
504	0.00534842846
505	0.005332451955
506	0.005318541688
507	0.005318504921
508	0.005302954325
509	0.005295477228
510	0.005282054999
511	0.005269882638
512	0.005258387082
513	0.005239583595
514	0.0052282584
515	0.005214898137
516	0.005204104178
517	0.00519252868
518	0.005185294267
519	0.005177657669
520	0.005167364959
521	0.005156831765
522	0.005144845031
523	0.005128375733
524	0.00511599199
525	0.005102742149
526	0.00509474999
527	0.005081795558
528	0.005075304811
529	0.005068849527
530	0.005058580179
531	0.005044958551
532	0.005044954765
533	0.00504485305
534	0.005026864623
535	0.005008674581
536	0.004988409076
537	0.004979563637
538	0.00496642755
539	0.004952228335
540	0.004952223445
541	0.004943256502
542	0.004929817688
543	0.004915302795
544	0.004905565168
545	0.00490144451
546	0.004889485501
547	0.004878848823
548	0.00486780194
549	0.004856299801
550	0.004840792419
551	0.004827365092
552	0.004819238549
553	0.00481915175
554	0.004809987097
555	0.004809954077
556	0.004797553717
557	0.004789698496
558	0.004778469617
559	0.004773492947
560	0.004769135092
561	0.004759631541
562	0.00474909067
563	0.004749073393
564	0.004736545958
565	0.00472406868
566	0.004709123333
567	0.004699242273
568	0.004688112995
569	0.004678371587
570	0.004673420938
571	0.00466406916
572	0.004655364248
573	0.004647962901
574	0.004638232134
575	0.004630470904
576	0.004619668053
577	0.004605678777
578	0.004595123112
579	0.004587405995
580	0.004579763107
581	0.004572872473
582	0.004562782954
583	0.004553539581
584	0.004546065607
585	0.004538722305
586	0.004524456544
587	0.004516755567
588	0.004516745735
589	0.004505309772
590	0.004495798759
591	0.004482589858
592	0.004475276184
593	0.004467450984
594	0.004455186921
595	0.004444424176
596	0.004444410958
597	0.00443597689
598	0.00442625998
599	0.004415375402
600	0.004407635009
601	0.004400328931
602	0.004400328931
603	0.004400326672
604	0.004400323633
605	0.00439213444
606	0.004381572376
607	0.004371387702
608	0.004358592508
609	0.004356731253
610	0.004345541
611	0.004337330769
612	0.004331244269
613	0.004331244269
614	0.004322226344
615	0.004316040539
616	0.004306397146
617	0.004299976923
618	0.004289455637
619	0.004281129881
620	0.004281018914
621	0.004272454974
622	0.004265433107
623	0.00425933634
624	0.004253865719
625	0.004247669321
626	0.004240483981
627	0.004234135283
628	0.004223716169
629	0.004213780852
630	0.004206835539
631	0.004198508818
632	0.004193450155
633	0.004182756888
634	0.004174007296
635	0.004167813173
636	0.004167743403
637	0.004158451825
638	0.004156333534
639	0.004156235029
640	0.004147389329
641	0.004137015735
642	0.004137002556
643	0.004136901081
644	0.004127985399
645	0.004115170608
646	0.004115162098
647	0.004114093887
648	0.004100826613
649	0.004100818093
650	0.00409365858
651	0.00409365858
652	0.004087381853
653	0.004078345893
654	0.004066249549
655	0.004057538046
656	0.004057532364
657	0.004057479108
658	0.004052289321
659	0.004041456018
660	0.004041373109
661	0.004032042272
662	0.004023041861
663	0.004015705784
664	0.004006327995
665	0.004006309754
666	0.003999665268
667	0.003999575834
668	0.003991562704
669	0.003987104639
670	0.003975528068
671	0.003969799651
672	0.003960903617
673	0.003951407888
674	0.003950674393
675	0.003942549449
676	0.003942517842
677	0.003935892816
678	0.003933660115
679	0.00392954028
680	0.003919183392
681	0.003919180965
682	0.003912160525
683	0.003907897817
684	0.003907798328
685	0.003902465671
686	0.003892341095
687	0.003883550032
688	0.003883081065
689	0.003875252535
690	0.003875250922
691	0.003870607866
692	0.003863338527
693	0.00386333663
694	0.003854613397
695	0.003851697607
696	0.003845001656
697	0.003843008298
698	0.003835859822
699	0.00382908319
700	0.003829077672
701	0.003829077672
702	0.003829077672
703	0.003821159388
704	0.003816208207
705	0.003813327394
706	0.003804195459
707	0.00379700131
708	0.003788767901
709	0.003779718284
710	0.003772766176
711	0.00377276222
712	0.003765837268
713	0.003759889011
714	0.003759867755
715	0.003754399231
716	0.003749919196
717	0.003749856295
718	0.003742324373
719	0.00373653157
720	0.003726862677
721	0.003720570907
722	0.003720528909
723	0.003710484519
724	0.003700028525
725	0.003693586254
726	0.003686916641
727	0.003683571596
728	0.00367357474
729	0.003673549666
730	0.003665196611
731	0.003665188544
732	0.003665121602
733	0.003665075806
734	0.003655731313
735	0.003649799949
736	0.003647893996
737	0.003638533589
738	0.003631507674
739	0.003624394445
740	0.003624287441
741	0.003614830224
742	0.00361152847
743	0.003604420577
744	0.003599163291
745	0.003599130715
746	0.003598024865
747	0.003594083139
748	0.003594071949
749	0.003588229819
750	0.003584259506
751	0.00358425453
752	0.003576877954
753	0.003569448912
754	0.003569446758
755	0.003569446758
756	0.003561750855
757	0.003556250214
758	0.003546666353
759	0.00354630834
760	0.003541446265
761	0.00354143785
762	0.00353970634
763	0.003533266332
764	0.003531407984
765	0.003525327355
766	0.003523053922
767	0.003515669884
768	0.003508887197
769	0.003500225821
770	0.003494815445
771	0.003490442218
772	0.003483290439
773	0.003483213321
774	0.003483211254
775	0.003477337246
776	0.003471354122
777	0.003464335462
778	0.003458002178
779	0.003457978008
780	0.003457942064
781	0.003457929648
782	0.003454795432
783	0.003449195752
784	0.003440142751
785	0.003434632575
786	0.003432031552
787	0.003426960536
788	0.003416522403
789	0.003410741065
790	0.003406029633
791	0.003400101358
792	0.003400099476
793	0.003395356897
794	0.003390971733
795	0.003384231419
796	0.003382462206
797	0.003382444722
798	0.003382370688
799	0.003378396404
800	0.003369773418
801	0.003364252923
802	0.00336419773
803	0.003358063595
804	0.003353724282
805	0.003344823541
806	0.003344805117
807	0.003344787398
808	0.003344685789
809	0.00333893229
810	0.003338914684
811	0.0033346659
812	0.003328054579
813	0.003327948991
814	0.003324884039
815	0.003320651995
816	0.003312730158
817	0.0033063203
818	0.003301917779
819	0.003296780826
820	0.003296778785
821	0.003288820936
822	0.003288816563
823	0.003285413451
824	0.003279285646
825	0.003273973727
826	0.003269115765
827	0.003265043135
828	0.00326243527
829	0.003256773063
830	0.003249841269
831	0.003246036823
832	0.003241052691
833	0.003235105866
834	0.003232294846
835	0.003226470195
836	0.003226470195
837	0.003226274908
838	0.003226269022
839	0.003226215769
840	0.003221374953
841	0.003216082109
842	0.003216005626
843	0.003211690409
844	0.003211686385
845	0.003211652569
846	0.00321145186
847	0.003206647365
848	0.003197642641
849	0.003188016033
850	0.003182168871
851	0.003182126203
852	0.00317988676
853	0.003179847652
854	0.003179831434
855	0.003176229124
856	0.003176188097
857	0.003176185972
858	0.003171570728
859	0.003163785804
860	0.003159062657
861	0.003159056682
862	0.003158337918
863	0.003158317898
864	0.003153108251
865	0.00315303507
866	0.00314585608
867	0.003145853918
868	0.003145843398
869	0.003145787281
870	0.003145787281
871	0.003139013235
872	0.003139011679
873	0.003135865854
874	0.003135858386
875	0.003130627565
876	0.003122831215
877	0.003118972243
878	0.003118963571
879	0.00311886699
880	0.003117673757
881	0.003117629031
882	0.003117576212
883	0.003114199203
884	0.003114191121
885	0.003105333926
886	0.00310074526
887	0.003100707425
888	0.003094570951
889	0.003094555695
890	0.003093301259
891	0.00308619014
892	0.003081708418
893	0.003077303797
894	0.003077302039
895	0.003072899767
896	0.003069744914
897	0.003069733822
898	0.003063529428
899	0.003058988582
900	0.003058968417
901	0.003054886249
902	0.003054423544
903	0.003052719241
904	0.003052713176
905	0.003052643101
906	0.003046467457
907	0.003046453069
908	0.003044486118
909	0.003044464716
910	0.003044459303
911	0.003039966072
912	0.003039956718
913	0.00303943719
914	0.003034487178
915	0.003034487178
916	0.003028197753
917	0.003023623049
918	0.003023504695
919	0.003019081646
920	0.003019078974
921	0.003019075282
922	0.003016036042
923	0.003016033795
924	0.00301143521
925	0.003011377599
926	0.003011332565
927	0.003009633836
928	0.003009628871
929	0.003003971242
930	0.003003890872
931	0.003003884562
932	0.002998598836
933	0.002998572118
934	0.002997066804
935	0.002997058836
936	0.002997047299
937	0.002992204178
938	0.002992195114
939	0.002986876072
940	0.002986832241
941	0.002984486024
942	0.002984302293
943	0.002978511307
944	0.00297345559
945	0.002973454597
946	0.002973450201
947	0.002968116896
948	0.002966932758
949	0.002966871135
950	0.002966845378
951	0.002966832018
952	0.002963912318
953	0.002963863118
954	0.002961810953
955	0.002961807458
956	0.002955153741
957	0.002953093401
958	0.002953090547
959	0.002953077566
960	0.002953061629
961	0.002952980739
962	0.002949768981
963	0.002949764948
964	0.002944740459
965	0.002940043544
966	0.002940043544
967	0.002940038076
968	0.0029395109
969	0.002939504754
970	0.002935614785
971	0.002930275036
972	0.002923462352
973	0.002923370269
974	0.002923363656
975	0.002918824383
976	0.002916010537
977	0.002915999565
978	0.002913119224
979	0.002913080113
980	0.002908917191
981	0.002904297042
982	0.002902526198
983	0.002902526198
984	0.002902524372
985	0.002902520989
986	0.002898041516
987	0.00289439804
988	0.002891547086
989	0.002891542084
990	0.00289153835
991	0.002891449252
992	0.002887331823
993	0.002887322815
994	0.002887294613
995	0.00288723653
996	0.002887226555
997	0.002887193482
998	0.002887175637
999	0.002882455477
