industry,time_from_start,time_from_previous,investor_rate,Uni_Deflator_3M,Log Money Raised,Log total_sum_raised,time_to_next,Uni_Deflator_3M Target,best_investor
5.0,445.0,445.0,4,4.447291,18.064005800013632,18.258161343866245,219.0,4.447291,4
2.0,791.0,245.0,0,4.447291,17.281246460764002,17.988573874897764,702.0,4.447291,0
7.0,1954.0,679.0,1,4.447291,17.622173047734595,18.33217734536096,645.0,4.447291,4
