,Parameter,Random Forest,Gradient Boosting,XGBoost Classifier
0,ACCURACY,0.5979591836734693,0.6306122448979592,0.6122448979591837
1,Deflator,0.19191794347071967,0.2101193175594777,0.08348424732685089
2,Deflator_1M,0.24155087197324318,0.34501331869456414,0.270760178565979
3,Deflator_3M,0.2120364922526085,0.16777819916499376,0.21520955860614777
4,Deflator_6M,0.20415827616827684,0.13294245387904846,0.2884479761123657
5,Deflator_9M,0.15033641613515178,0.14414671070191593,0.14209802448749542
