,col1,col2,col3,col4,col5,col6,col7,col8,col9
0,19.262247929630586,16.489659207390805,1.0,19.452976425274386,72.0,672.0,3.0,2.0,0.5325655555299563
1,18.80594314474301,16.19470199956886,2.0,4.423979220951907,194.0,1094.0,0.0,1.0,1.0594146338249129
2,19.502485914304096,15.796512026830854,2.0,0.6763275612077995,1052.0,1296.0,2.0,1.0,0.6470709300242411
