,RowNumber, Organization Name , Announced Date , Money Raised , Pre-Money Valuation , Total Funding Amount , Lead Investors , Organization Industries , Organization Description , Transaction Name , Funding Type , Investor Names , Funding Stage , Equity Only Funding , Organization Location , Organization Website , Organization Revenue Range , Funding Status , Number of Funding Rounds , Number of Investors , Number of Partner Investors ,Org_Code,Round_Code, Currency 
"12390,998.0, CircleCI ,2018-01-17,31000000,,315000000, Top Tier Capital Partners,"" Cloud Computing, Developer Tools, Information Technology, PaaS, Productivity Tools, SaaS, Software"",CircleCI is a continuous integration and delivery platform that automates development workflows and IT operations., Series C - CircleCI ,Series C,"" Baseline Ventures, Harrison Metal, Heavybit, Industry Ventures, Scale Venture Partners, Threshold, Top Tier Capital Partners"",Late Stage Venture,Yes,"" San Francisco, California, United States, North America"", circleci.com ,$10M to $50M,Late Stage Venture,9,7,6,/organization/circle-ci,/funding_round/circle-ci-series-c--13c51263,$"
"12391,999.0, Pandion Therapeutics ,2018-01-17,58000000,,138000000,"" Polaris Partners, Roche Venture Fund, Versant Ventures"","" Biotechnology, Health Care, Therapeutics, Wellness"",""Pandion Therapeutics develops innovative modular proteins, antibodies, and bispecifics for autoimmune and inflammatory diseases."", Series A - Pandion Therapeutics ,Series A,"" BioInnovation, Polaris Partners, Roche Venture Fund, SR One, Versant Ventures"",Early Stage Venture,Yes,"" Cambridge, Massachusetts, United States, North America"", pandiontx.com ,$1M to $10M,M&A,2,5,4,/organization/pandion-therapeutics,/funding_round/pandion-therapeutics-series-a--19a158a6,$"
"12392,1000.0, Amyris ,2018-01-17,25000000,,1820315856, National Institutes of Health,"" Biotechnology, Chemical, CleanTech, Renewable Energy"",Amyris Biotechnologies specializes in creating renewable products focusing on fuels and chemicals., Grant - Amyris ,Grant, National Institutes of Health,—,No,"" Emeryville, California, United States, North America"", amyris.com/ ,$10M to $50M,IPO,25,1,—,/organization/amyris-biotechnologies,/funding_round/amyris-biotechnologies-grant--e71a19ba,$"
